{'CALIB_RAW_DAC_START_I': 327680, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 8, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
-18FF6,-19105,-190DA
-13B7,-1344,-15C8
-1927A,-18F22,-19133
-14DE,-1417,-15C4
-190B8,-19082,-18F49
-1512,-1409,-1521
-18F7F,-19019,-18F1A
-1618,-1438,-1411
-18FC4,-18FAA,-18F6D
-14A6,-144C,-1580
-18FED,-1905F,-19115
-1410,-13BD,-14FF
-18E64,-18F4B,-18F4D
-1628,-154E,-1490
-18F0C,-18F80,-18F21
-1697,-14D3,-168E
-18F18,-19025,-18F8C
-146D,-1380,-145B
-18DEE,-18E09,-18D90
-1319,-126E,-12EF
-18D3A,-18D6F,-18D5D
-133C,-13DD,-144E
-18DDC,-18D73,-18E7F
-1233,-140D,-12B8
-18C31,-18F5B,-18EB0
-12DC,-1320,-14CC
-18D85,-18F4B,-18F6E
-15EF,-1416,-14DA
-18C6A,-18B70,-18D78
-11CC,-12BC,-13B5
-18D73,-18DF4,-18C84
-13EC,-13BB,-120E
-18CDB,-18DDC,-18D51
-1305,-12AF,-13B4
-18EC2,-18E28,-18E6A
-13F0,-1379,-13A4
-18CC4,-18CCA,-18F32
-141F,-11CE,-1335
-18E99,-18F54,-18D84
-143C,-1344,-11EE
-18EE5,-18EDD,-18C9F
-1362,-12E4,-1390
-18CFF,-18DBD,-18E61
-143B,-112D,-121E
-18C11,-18CCB,-18CC8
-1212,-1231,-1194
-18D62,-18C5A,-18AB9
-13A2,-1234,-12B1
-18B30,-18B12,-18B8A
-1239,-1173,-131A
-18DDC,-18D10,-18EC5
-12C2,-1236,-122C
-18D16,-18E60,-18F16
-106F,-136A,-12D1
-18D86,-18DA5,-18C8A
-1224,-140C,-1313
-18DCA,-18BA8,-18AC2
-1152,-12F2,-1483
-18BA2,-18C11,-18B36
-112E,-11B5,-107D
-18C83,-18B9A,-18BD8
-135C,-124B,-10EA
-18CB3,-18DD3,-18C4C
-1111,-11FE,-112C
-18B94,-18BFB,-18C72
-1217,-1084,-1218
-18DAE,-18C9F,-18D02
-11C0,-13A6,-1239
-18C12,-18C8C,-18BC3
-12C5,-1114,-12AA
-18DF1,-18C34,-18B58
-12FA,-1121,-1112
-189F2,-18BC9,-18D2D
-103C,-1084,-FBC
-18A79,-18B1F,-18B21
-10DF,-1105,-124E
-18AC6,-18C19,-18A40
-F83,-10E9,-10E5
-18B6D,-18B43,-18D17
-1380,-1338,-11B8
-18C46,-18BB5,-18C4B
-1A37,-1BC9,-1BB7
-18787,-18940,-18935
-E72,-D47,-E6D
-18811,-18794,-188C4
-DCA,-CFA,-D7F
-1865A,-187D2,-187E5
-E77,-F1A,-C19
-187F3,-186F8,-18795
-B64,-AE8,-C12
-18644,-186E4,-1894E
-DD7,-DD1,-D13
-18723,-187CA,-1878F
-B30,-ACC,-B4E
-184F0,-18621,-18659
-D70,-C62,-CED
-18815,-18751,-186DE
-C0F,-B05,-C55
-1887A,-18786,-18757
-D04,-BFD,-D87
-1868B,-186BB,-18649
-B6B,-B3C,-B4D
-18643,-18961,-1891C
-D45,-BE8,-BFE
-1882D,-1867A,-18708
-B99,-BD7,-CEE
-18794,-187E7,-187E9
-CB9,-B90,-C1E
-18750,-18853,-186A4
-A94,-A2D,-A8B
-18525,-1876D,-18571
-CB8,-B3F,-AB1
-184A6,-18760,-18522
-E95,-D35,-BF3
-1869D,-1863E,-1873B
-C21,-D5F,-D6C
-18670,-18867,-185FD
-D1C,-D37,-D02
-187DC,-18761,-188D8
-D48,-DBB,-DBE
-1851C,-186A6,-188C5
-C9F,-D45,-A7F
-18844,-1875D,-18842
-DEA,-D36,-C8E
-1866D,-18637,-18802
-B22,-C4A,-C3B
-186FB,-1861E,-185E6
-B6E,-BF2,-BC7
-1870D,-186BE,-185F2
-A04,-B16,-D00
-186C2,-18870,-18736
-DA6,-EAE,-C07
-186BA,-188C3,-188AA
-D2B,-D31,-ADB
-18834,-18981,-187C7
-C3A,-B79,-D30
-187CB,-18614,-18606
-C9E,-CF1,-949
-18437,-184E8,-186F1
-AFB,-C6B,-C80
-1836C,-1868A,-18653
-A9C,-A45,-A63
-185B7,-1865E,-1866F
-B6C,-B29,-B0D
-18410,-1873A,-185E4
-A42,-AEC,-97E
-1844B,-1859B,-18479
-90D,-A9A,-D95
-184DE,-18509,-1855E
-9C3,-8F8,-A24
-18528,-183E7,-18374
-9C0,-8F8,-864
-182F0,-1834D,-18294
-A15,-99E,-7D3
-183B8,-182E1,-1859C
-AEC,-9D0,-AF4
-18309,-18435,-184FC
-7F3,-863,-68A
-18219,-182F4,-182DB
-94C,-8EF,-75F
-1819C,-182C7,-182CB
-816,-892,-70C
-18415,-184DC,-18454
-915,-90B,-AE0
-1846A,-1845C,-185CC
-A8E,-A2B,-A9B
-182F6,-183AE,-183F9
-89C,-97A,-A60
-1849D,-1854F,-1849C
-A09,-8B0,-A1A
-184CC,-185A2,-183F6
-978,-A45,-7BE
-18402,-181AE,-1836B
-9F6,-720,-9D9
-18394,-18231,-182CE
-93C,-66B,-7B4
-18382,-181FC,-183C1
-8E9,-873,-A44
-1857E,-18580,-1855D
-A91,-B83,-98D
-18541,-1843E,-1856E
-9F0,-C1D,-AF0
-18547,-18374,-18455
-B17,-AE9,-9B1
-18437,-1841A,-18323
-9B7,-61C,-9BC
-182F0,-1822E,-184C1
-A10,-9DA,-A51
-183C3,-1837F,-1832B
-911,-8D4,-9D5
-18418,-18444,-18472
-9E0,-A1C,-C42
-185A0,-1839B,-182AB
-97D,-8C6,-93A
-18537,-18413,-18356
-9C0,-AAA,-A8E
-1841E,-1858B,-1837D
-BA3,-8DD,-814
-183D0,-182A2,-184B0
-900,-A41,-A4E
-185F8,-18307,-182A8
-8D6,-89B,-7C6
-18376,-1828F,-1815D
-8EE,-87D,-966
-182FA,-1839E,-18366
-9AA,-8E9,-746
-18188,-1834A,-1839A
-789,-7EE,-8EF
-184CD,-18380,-18343
-1AB3,-18EE,-19D5
-18382,-18501,-184D6
-B3F,-9D6,-A2F
-183A0,-18532,-1842A
-A16,-A63,-AD9
-18586,-183C6,-18385
-B42,-9CD,-CB6
-1848D,-18603,-18531
-B2F,-C1F,-A6A
-18585,-185C6,-18622
-8E2,-A8B,-8E2
-18602,-18649,-1886F
-906,-AAF,-964
-18508,-1835F,-18611
-C3A,-A49,-B15
-18532,-18623,-18499
-A6B,-8F5,-8C8
-1851C,-18580,-184E5
-A46,-8A3,-9ED
-1846C,-1857A,-18370
-AD4,-AD6,-950
-182FA,-1849D,-1857B
-A14,-A57,-9AD
-18464,-1857F,-184D6
-A15,-910,-A96
-18511,-1858E,-1864A
-AAA,-8C8,-9D3
-18433,-18356,-183F3
-9F2,-8F6,-98B
-1843F,-185A4,-18533
-AE5,-A2A,-838
-18563,-184B9,-18545
-B19,-B1C,-C8D
-18435,-187CF,-185EC
-A29,-A6C,-B04
-185B0,-18558,-185D5
-AAF,-A73,-935
-183B5,-1842D,-1876C
-B99,-A04,-A9E
-187E3,-18761,-185A6
-B67,-8B2,-9E8
-1848B,-1857B,-185C0
-ACC,-BB2,-B1C
-18517,-18525,-184D6
-A19,-9DB,-A57
-18476,-185FB,-18494
-A2B,-A89,-91D
-18335,-1848A,-1841A
-A3A,-971,-8A0
-18598,-18768,-185DD
-BDB,-A46,-AEB
-18657,-18517,-184BC
-A71,-B03,-9CB
-1836C,-18595,-1859A
-B35,-C2D,-AEB
-18497,-18412,-18584
-B0C,-99A,-7B6
-18605,-18476,-1848A
-B04,-81D,-938
-183EF,-1847A,-183CC
-B1A,-95E,-9DB
-18584,-184A9,-18302
-B0A,-B0E,-A80
-18220,-1828D,-182AA
-8F5,-977,-7A8
-18087,-181B1,-1812C
-8F6,-809,-7F0
-18356,-1841A,-181B7
-70C,-685,-820
-1807C,-180D5,-18364
-8A4,-713,-68F
-1813E,-18201,-18164
-564,-6AF,-5B8
-18183,-182E0,-1824F
-7A0,-6EF,-800
-18237,-182E9,-1820B
-697,-737,-681
-1825B,-182FF,-1828A
-9ED,-853,-5F2
-17FC2,-18190,-18070
-6F3,-593,-67C
-18271,-182C4,-18289
-8FB,-679,-810
-18087,-1816F,-1825B
-758,-803,-81F
-180FA,-18042,-181A8
-859,-8B1,-800
-18332,-180BB,-18109
-608,-5C2,-72D
-1801B,-17FA0,-1814F
-566,-50F,-355
-17E4E,-17EC4,-17F86
-659,-62F,-42A
-18018,-18075,-17EBD
-601,-62E,-4D6
-17FE4,-1815A,-18041
-7E7,-939,-7CE
-182D8,-180C5,-18239
-881,-9ED,-9A2
-1831F,-183D3,-18412
-855,-780,-757
-18280,-18223,-180C9
-767,-495,-66B
-18048,-18127,-18155
-587,-68D,-661
-18106,-181B2,-18186
-808,-66F,-730
-1812C,-1801D,-18053
-81C,-67E,-77C
-18124,-17F95,-17F80
-5A5,-596,-69B
-17FB4,-18239,-180B6
-5E4,-4EC,-66D
-1804A,-18135,-18137
-803,-5CF,-7C3
-182C4,-18275,-1822B
-831,-751,-7BE
-181E4,-18098,-181F9
-700,-72D,-62B
-1823D,-1831F,-1829B
-9EF,-73B,-813
-180A1,-182E1,-18392
-88C,-7DF,-651
-18305,-18101,-18031
-680,-5D0,-45A
-181FD,-1813C,-1813F
-643,-6CC,-678
-18096,-1814A,-180B6
-F34,-11B4,-10AA
-17EFD,-17D48,-17D5D
-3AC,-1EA,-366
-17F0F,-17E6C,-17E86
-1E5,-47C,-492
-17B36,-17C73,-17C44
-1DB,-176,-348
-17C15,-17D78,-17E1B
-404,-49E,-2DE
-17D73,-17D2C,-17CA0
-3DA,-2F6,-258
-17DC9,-17D04,-17F69
-394,-3CF,-27F
-17F51,-17D42,-17DB0
-3F4,-1DD,-2DB
-17C4F,-17C54,-17D46
-195,-2B3,-3C7
-17D41,-17E49,-17C83
-44D,-397,-3AF
-17DB4,-17DEB,-17D66
-38D,-2F0,-1D3
-17BB2,-17D53,-17F1B
-2B6,-33D,-1BF
-17C48,-17CF1,-17B3F
-2EB,-26A,-219
-17AD3,-17C0D,-17DC1
-162,-275,-28B
-17E30,-17BBB,-17DA8
-3DE,-1E5,-334
-17B2F,-17C83,-17B9C
-299,-3EA,-327
-17CF1,-17CCC,-17D30
-38F,-3AB,-31F
-17F3D,-17D9A,-17D31
-235,-351,-218
-17E02,-17DF5,-17C75
-243,-439,-44C
-17D23,-17CAB,-17CE0
-491,-1E5,-3C0
-17C3F,-17E3F,-17CE3
-387,-214,-311
-17E1A,-17D96,-17E60
-3C4,-362,-2D7
-17EA7,-17E6C,-17D9D
-384,-228,-369
-17BB3,-17D83,-17B6F
-305,-487,-2E3
-17BA7,-17C08,-17CAC
-1AD,-25A,-2DA
-17D19,-17E97,-17C34
-553,-1B3,-1DE
-17DC5,-17E6E,-17EFE
-38D,-2D1,-232
-17E14,-17DA4,-17CB5
-16E,-27D,-2AD
-17F1B,-17E3D,-17EB8
-37F,-24B,-31E
-17D6D,-17C2B,-17D30
-2AE,-4DA,-2FA
-17D78,-17C9B,-17D8E
-48D,-2E2,-183
-17D13,-17DDE,-17D82
-F8,-C6,-2F9
-17D2A,-17DDC,-17DF5
-225,-EE,-75
-17D0D,-17B47,-17B14
-1A1,-1EE,-FF
-17989,-17AC8,-179B9
-32,-11E,-13A
-17B31,-17CC5,-179D1
-3C,-179,-43
-17A51,-17945,-17A2F
286,20A,12E
-17839,-17A01,-17A6F
13B,11C,-A6
-17A85,-179B7,-17C2A
EF,-6B,6F
-179D1,-179B6,-177B7
1E,20,13D
-178B6,-178EC,-17857
142,2B3,127
-179CF,-17A60,-17913
147,1E7,CD
-17975,-17976,-17A2F
C2,-29,1A3
-17B7C,-17912,-17B09
-82,A,-36
-17B67,-17BCA,-17AA6
-161,C0,2
-17A85,-17B03,-17A32
179,75,134
-17828,-1785C,-17AD0
1B3,-45,103
-177D9,-17885,-17861
26E,AC,26B
-179D1,-178FE,-179E8
-4E,-97,-151
-17AAE,-17A51,-17C8A
-194,-1BF,-2C6
-17D2E,-1799D,-17CBD
-2F2,-1BF,-10B
-17B0C,-17A84,-17B61
FD,23,EA
-178D1,-17A3F,-179D1
F,-79,8F
-1789A,-17958,-17906
-43,5A,79
-178A6,-17B0C,-17923
-72,F7,3A2
-17996,-1796F,-17932
41,210,7
-17959,-17A76,-17B3B
333,177,18A
-17A32,-17867,-17E2B
-8E,164,6E
-1786C,-179F7,-17AAE
-A3,3,-2A
-179CE,-17AAA,-177CB
146,66,7B
-17983,-17A9F,-17A83
41,34,-180
-17B5D,-17C18,-17C9A
-6,-E3,-159
-17BD1,-17A6F,-17940
16B,1F,-16B
-17977,-17907,-178FA
54,116,-46
-179DA,-17B39,-179FF
C34,CE4,D91
-1AAB1,-1AA9E,-1AB79
-2FD8,-2F7D,-2FD3
-1A917,-1AA0C,-1ABC1
-3041,-305D,-2E8B
-1A87F,-1AB30,-1ABEE
-3036,-303F,-305A
-1A867,-1AABC,-1A9DC
-2F92,-2F1F,-2FF5
-1AB34,-1AB4E,-1ABA0
-2F5B,-2F85,-2F48
-1A936,-1AA0D,-1A9C6
-31CE,-2FA7,-2F2A
-1A95B,-1AAE8,-1A9B1
-2E5A,-2E24,-2EFF
-1AA55,-1AA85,-1AA8F
-3061,-2FC9,-2FF8
-1ACB7,-1A934,-1AA9D
-2F80,-2F73,-30E8
-1AA99,-1AA4A,-1A9F1
-2D86,-2E28,-2F31
-1A8D8,-1AB07,-1AB26
-307F,-2EBA,-306D
-1A909,-1AAA9,-1AA41
-2FDC,-2E8F,-2E90
-1A932,-1AA10,-1A8D6
-2F62,-2F92,-2E8C
-1A9BB,-1AAE6,-1A818
-2DAD,-2EFA,-2DE9
-1AA66,-1A90B,-1A7BE
-3022,-2DF8,-2ED8
-1A918,-1A90F,-1A8BA
-3128,-303C,-302B
-1A983,-1AA33,-1AAB6
-309B,-3091,-3034
-1A927,-1A9B0,-1AAC9
-2EAE,-3086,-3179
-1A9C0,-1ABEB,-1ABCA
-3111,-303C,-2FDA
-1A894,-1AA87,-1AB31
-3044,-2F37,-2E5A
-1A995,-1AABE,-1AB15
-30CE,-307F,-2F0B
-1A91E,-1AA06,-1AADB
-2F74,-2FAD,-307A
-1AB67,-1AB14,-1AA97
-2F1E,-2ECA,-30D0
-1AAD6,-1AD0D,-1ABA2
-2EA8,-2EE0,-2E6B
-1AAD7,-1AB17,-1AD17
-30D3,-2F91,-2FB1
-1ACD3,-1AAF1,-1AA2D
-3196,-3263,-2FBB
-1A93C,-1A9E5,-1A8D6
-2FDF,-2F5A,-2EAA
-1A946,-1A9D5,-1AAB1
-2F3E,-2F40,-2D0F
-1A822,-1A7AC,-1A956
-2E34,-2F0C,-2D9A
-1A84D,-1A87B,-1AAFD
-2EFF,-2E19,-2D88
-1A908,-1A7D7,-1A808
-2CFB,-2C23,-2DCF
-1A983,-1A849,-1A91A
-2BC0,-2B3D,-2C94
-1A6AB,-1A552,-1A7B0
-2D5C,-2B93,-2C73
-1A67E,-1A6B7,-1A6F2
-2A1A,-2B51,-2AF5
-1A609,-1A4DD,-1A7A9
-2DAF,-2CE2,-2E02
-1A4AA,-1A5C8,-1A63A
-2C0B,-2C55,-2C5C
-1A608,-1A5CC,-1A6FF
-2D92,-2BD4,-2ACC
-1A806,-1A701,-1A848
-2BFC,-2B9F,-2C42
-1A5C7,-1A7E8,-1A7E5
-2E5E,-2D81,-2D91
-1A735,-1A664,-1A76C
-2C6D,-2ACE,-29CE
-1A772,-1A71F,-1A61A
-2D23,-2BBD,-2B82
-1A627,-1A55B,-1A52F
-2A54,-2CF6,-2B56
-1A56B,-1A682,-1A571
-2A5E,-2CBC,-2C68
-1A590,-1A71F,-1A56D
-2B3C,-2CC9,-2B90
-1A540,-1A688,-1A525
-29EA,-293D,-2BE6
-1A323,-1A565,-1A40F
-286F,-2951,-2953
-1A47F,-1A53A,-1A561
-295F,-2AD8,-29BB
-1A3F3,-1A63F,-1A3BB
-2B10,-2CA2,-2CED
-1A680,-1A6C1,-1A815
-2D4C,-2C5C,-2B33
-1A5CB,-1A65C,-1A6AB
-2ADA,-2AAA,-2B3E
-1A545,-1A721,-1A834
-2D25,-2BD6,-2BB9
-1A78F,-1A56C,-1A543
-2BE0,-2B7D,-2A2E
-1A4ED,-1A835,-1A6AC
-2BE3,-2B76,-2A43
-1A48C,-1A6CF,-1A60B
-29EF,-2A44,-2A54
-1A325,-1A680,-1A454
-2B86,-29C7,-2AAE
-1A569,-1A560,-1A7BC
-29DD,-2C36,-2C04
-1A59E,-1A5DC,-1A55D
-2C6C,-2AA1,-2BE8
-1A623,-1A63F,-1A62B
-2B44,-2A5B,-2B42
-1A584,-1A535,-1A271
-2C0F,-2CA1,-2C03
-1A6C9,-1A539,-1A75B
-2CCE,-2B1F,-2AB6
-1A608,-1A4B1,-1A6C5
-2C0A,-2A9D,-2AC0
-1A523,-1A53F,-1A5A2
-2A56,-2BA1,-2A91
-1A626,-1A54D,-1A668
-2B4E,-28F3,-29FE
-1A39E,-1A501,-1A4A5
-3407,-353B,-3216
-1A248,-1A1CD,-1A27A
-2750,-279E,-27A5
-1A151,-1A1D9,-1A15B
-2914,-272B,-2778
-1A0B3,-1A159,-1A216
-2603,-286D,-2653
-1A114,-1A0F6,-1A0E5
-261B,-2554,-254C
-19ECC,-19E56,-1A11C
-249E,-2676,-24E7
-1A0D0,-1A0EF,-19EEF
-2685,-25A5,-24F8
-1A051,-1A030,-1A196
-2666,-2709,-248B
-19EC4,-1A14E,-19F78
-263E,-263C,-2572
-1A06E,-1A031,-1A0AB
-26E3,-262B,-2640
-1A262,-1A0EC,-1A1E5
-2767,-279A,-26C5
-1A08B,-1A2AC,-1A197
-26F3,-252F,-25AE
-1A049,-1A0C2,-1A275
-270C,-2869,-290E
-1A26D,-1A1CE,-1A06A
-272B,-251E,-2687
-1A103,-19F47,-1A219
-26B6,-25FC,-25E2
-19FFC,-1A025,-19F8C
-26A2,-257A,-26F3
-1A112,-1A145,-19ECE
-276A,-28A3,-261D
-1A201,-1A020,-1A072
-2672,-2535,-2601
-19FB9,-1A170,-1A1E8
-2929,-2642,-289F
-1A0CF,-1A0B1,-1A239
-2634,-25FA,-25C0
-1A127,-1A198,-1A10D
-2821,-278E,-2516
-1A059,-1A1E9,-1A180
-280C,-26EA,-2586
-19FE9,-19F26,-1A1DD
-25EE,-268D,-24CA
-1A0D2,-1A0F2,-1A11E
-2788,-26A9,-257A
-1A0CB,-1A17B,-1A289
-25E2,-24F5,-263B
-1A150,-1A073,-1A0FA
-2713,-2693,-2700
-1A264,-19FDF,-1A2AF
-2604,-2638,-265E
-19F1A,-1A13F,-1A0AA
-2557,-25F5,-2649
-19F93,-1A0C0,-1A077
-25CC,-24CB,-2333
-1A062,-1A0D6,-19F64
-25F5,-23F2,-24E5
-19EFA,-19F43,-1A177
-24EB,-24AA,-2537
-19FF5,-19F51,-19E41
-260A,-23C1,-2624
-19FFF,-1A14F,-19F9C
-2395,-2219,-238D
-19D15,-19FB9,-19EB8
-2408,-240A,-22BB
-19DAA,-19E74,-19F5E
-2542,-23E4,-258C
-19D17,-19C97,-19DF8
-258D,-25E4,-2342
-19DDE,-19E5F,-19EB7
-2314,-22D6,-244F
-19F9C,-19F9D,-19E9E
-235E,-267F,-249E
-19E79,-19DBD,-19ED0
-23C5,-226F,-21B4
-19C49,-19D0D,-19D86
-2382,-244B,-2207
-19E1C,-19DB4,-19C4B
-23CF,-22B0,-2189
-19C89,-19D47,-19D9F
-2345,-22AA,-23E3
-19EA3,-19CF0,-19EA3
-2571,-2348,-24A2
-19F31,-19F81,-19D32
-2464,-2337,-22FC
-19EA7,-19F44,-19C40
-237A,-235A,-23C5
-19C58,-19D42,-19E25
-23EF,-2257,-23F3
-19DD2,-19CDD,-19EA1
-245F,-2289,-2644
-19D6A,-19CD9,-19D73
-2156,-2372,-2269
-19B31,-19B82,-19DF1
-2323,-24A1,-25C1
-19E33,-1A0C5,-19F87
-23FC,-2423,-23A8
-19DD3,-1A03F,-1A03F
-2638,-251F,-2434
-1A08B,-19D7E,-19F1B
-2426,-23BD,-246A
-19FD2,-19DF9,-19E96
-244C,-23B1,-2418
-19D15,-19FCB,-19E82
-2553,-2575,-24C9
-19EDD,-19E10,-19E6C
-22DB,-24C5,-2457
-19E59,-19E12,-19D23
-247A,-2384,-23D8
-19F82,-19F07,-19FC3
-25A2,-2235,-2116
-19DC4,-19F7E,-19DA4
-2569,-250C,-2588
-19E78,-19FEE,-19FA5
-2466,-2543,-246F
-19D7E,-19DAD,-19F20
-21C4,-22C1,-2464
-19ED2,-19F0D,-19EEC
-23E2,-23B9,-22EA
-19EB3,-1A07A,-19F93
-2574,-2347,-240B
-19F02,-19ECF,-19F44
-227B,-26CD,-24AB
-19E28,-19F77,-19E3C
-24FA,-246E,-2337
-19E80,-19F73,-19DBC
-340B,-3448,-3305
-1A050,-19EC8,-19FC9
-2624,-261B,-2550
-1A0D4,-1A17C,-1A056
-25C0,-273E,-25E2
-19DF5,-19FDA,-19F81
-2642,-276E,-250B
-1A0DE,-19FF7,-19E88
-24F4,-2382,-2513
-19F22,-1A1F0,-19FF5
-24CD,-236F,-25EF
-1A170,-19F72,-1A014
-238E,-2569,-2688
-19FC3,-19FF9,-1A17E
-237D,-2663,-24B9
-19DCE,-19DD1,-19F06
-238E,-24BE,-243B
-1A125,-19FE0,-1A02E
-24E0,-2372,-25C8
-19F67,-19E1A,-19F63
-24AC,-2330,-246C
-19EF9,-19E65,-19CC0
-23BA,-233A,-234E
-19F49,-19F04,-19ED5
-2304,-20C4,-2442
-19DDF,-19F05,-19D4F
-23F8,-2498,-23E2
-19E9E,-19EF1,-19ECF
-249C,-247A,-23DA
-19CB5,-19EA5,-19C77
-234B,-22D2,-2395
-19DB7,-19EBA,-19CF9
-2718,-24CD,-2573
-1A04D,-1A177,-1A176
-26E3,-256E,-260B
-19EEA,-19FC6,-1A0B8
-245F,-256C,-255C
-1A02A,-19DB4,-1A041
-25C6,-2426,-234F
-19EA5,-1A090,-19EEE
-2609,-2373,-24A3
-19F7F,-19E23,-19EAA
-2608,-2468,-2422
-19C7D,-19FB6,-19F6E
-24FD,-2539,-26F1
-19D17,-19F10,-19E08
-22DD,-22FA,-21ED
-19D85,-19D6A,-19CC0
-2261,-2286,-208B
-19E8E,-19E55,-19F3E
-24DA,-23BF,-24C0
-19D46,-19CEB,-19E66
-237B,-22BD,-2312
-19F1C,-19F58,-19D53
-2410,-22C6,-238B
-19F26,-19E66,-19D06
-2317,-245B,-2315
-19E03,-19D47,-19E78
-24F4,-22CF,-2425
-19C87,-19E29,-19E34
-22F7,-22BC,-2219
-19C06,-19E01,-19E3F
-243A,-2384,-2340
-19D8B,-19EFB,-19F42
-238D,-20D6,-2235
-19A57,-19C40,-19AEC
-1F65,-2019,-20E5
-19A37,-19AAA,-19BFB
-22C6,-1F44,-2146
-19C05,-19C70,-19CF1
-215D,-228E,-2099
-19C79,-19D3E,-19DE0
-2191,-21F2,-1F5E
-19D05,-19BE5,-19BA4
-20A5,-21F8,-2146
-19BE3,-19B83,-19B99
-2061,-21AD,-20BB
-19B7C,-1981F,-19B23
-1FDD,-2026,-20DC
-19C24,-19B25,-19BA3
-1EA3,-1FC3,-1ECE
-19B2C,-19B6B,-19B43
-21E8,-2170,-216B
-19BF1,-19B8D,-19A9A
-2153,-2164,-1F25
-19A20,-19AF1,-19B89
-21F2,-21CE,-2239
-19DA0,-19CB1,-19C42
-2097,-21B4,-20B2
-19D37,-19BFC,-19B2C
-22FE,-225F,-22B4
-19E90,-19BDE,-19B15
-211E,-20CD,-20A2
-19B1C,-19D30,-19C50
-226F,-20BB,-21CB
-19961,-19E40,-19D69
-24A6,-2211,-239D
-19D77,-19D1F,-19F77
-2188,-24CA,-2343
-19D2B,-19E86,-19FD7
-227B,-22CB,-253B
-19CF3,-19F43,-19D41
-215E,-211D,-2202
-19DEF,-19EFF,-19DFF
-216E,-2232,-2297
-19E7C,-19CE2,-19C15
-221B,-2311,-2186
-19CA8,-19AC1,-19CB2
-23C4,-22A1,-21AE
-19ABE,-19C86,-19DE1
-23A9,-24AC,-22E7
-19DE6,-19D3C,-19D65
-2126,-2048,-2112
-19D77,-19CEB,-19D02
-21A6,-2066,-22AC
-19C3B,-19BDA,-19AAF
-2170,-2099,-213F
-19B7C,-19B33,-19DB0
-216A,-22DA,-20F1
-19C3A,-19CAB,-19C8A
-21E4,-20A3,-205E
-19A9B,-19C45,-19CAE
-20E0,-1E29,-1FAC
-19C5D,-19B46,-19A89
-205C,-221B,-221C
-19B71,-19C46,-19ACE
-2041,-2025,-20A1
-19972,-19B3A,-19B27
-29A5,-2AA8,-2A3F
-19832,-19811,-198B4
-1F49,-1EF5,-1E7E
-19965,-1991E,-1993E
-1F3E,-1E28,-1BCA
-197F0,-19811,-19871
-1D0C,-1C52,-1CE1
-195AD,-197CB,-19749
-1B25,-1E8A,-1D13
-19747,-197C6,-195CA
-205C,-1ECF,-1E4F
-19A34,-1977B,-198AB
-1CBD,-1EE5,-1C3C
-1983B,-19834,-19823
-1CF4,-1C4C,-1C30
-19728,-197D6,-19777
-1D95,-1C82,-1CDC
-198A8,-196E1,-19878
-1F06,-1CB6,-1CE9
-19955,-19782,-1970C
-1ED5,-1F77,-1EBF
-1995D,-19A73,-198CC
-1DAC,-1E5F,-2023
-198C4,-198F6,-19743
-1F4B,-1DF7,-1C60
-19665,-1981F,-197BF
-1DB6,-1CCA,-1D46
-196FC,-196C1,-19811
-1C72,-1BE5,-1BE5
-1977E,-19832,-19898
-1B96,-1B8C,-1BDE
-1971C,-19773,-1961F
-1EB5,-1E67,-1E69
-19816,-1991A,-19A0C
-1EAA,-1ECC,-1F99
-198BE,-19905,-197E3
-1ED3,-1D78,-1CF5
-1989D,-19850,-19800
-2014,-1BED,-1DC6
-198F4,-19899,-197EB
-1FB0,-1C90,-1F73
-19831,-199B9,-198DA
-1E02,-1FBA,-1DED
-19777,-198A9,-19A2D
-1E0D,-1DF8,-1F2B
-19832,-19A52,-1996E
-1E5D,-1F0D,-1DC2
-19A07,-197DF,-19A0E
-1DD9,-1F40,-1D1D
-19891,-1981A,-19792
-1E0B,-1DF1,-1E9B
-198E7,-19827,-1995A
-1F1C,-1CE9,-1CF4
-19863,-195FF,-196E2
-1CB4,-1C25,-1BCD
-195F4,-19792,-19731
-1C06,-1E70,-1C2F
-1985F,-197F3,-197FD
-1D13,-1D9C,-1DFA
-1988C,-1971B,-19701
-1D31,-1CD5,-1CCC
-197B5,-19717,-197E3
-1E82,-1D45,-1CC2
-19651,-1960C,-1982F
-1C76,-1BB6,-1D2E
-1958A,-19683,-1961E
-1DE7,-1DB6,-1CB2
-195A4,-19664,-19760
-1C34,-1C91,-1D64
-1953F,-196E1,-195A3
-1BDF,-1B44,-1C5D
-196C2,-195CA,-19446
-1B05,-1ADD,-1AA5
-1946C,-19474,-19592
-1AF4,-1C55,-1AB6
-1964B,-19529,-19803
-1CCD,-1980,-1A18
-19513,-196C3,-194FE
-1ABC,-1C6C,-1A37
-19337,-19417,-19637
-1954,-19B2,-1B1C
-19777,-1984F,-196D8
-1C08,-1C03,-1C93
-19846,-197D0,-1960D
-1B9D,-1D29,-1C4B
-19615,-19426,-19488
-1C0D,-1A93,-1ABB
-19450,-19470,-194DB
-1B3E,-198D,-19E2
-19525,-193F3,-19490
-1899,-1920,-1845
-191BC,-19555,-194E9
-1AAD,-1A53,-19FA
-194E1,-1954A,-194BA
-1961,-199A,-1858
-1938C,-192A8,-194A3
-1B57,-19DF,-1B2A
-194E6,-197E2,-19591
